OBJECTID_1;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
394;Дупница;Dupnitza;Палатово;село;Palatovo;village;Кюстендил;Kyustendil;55230;23.033927;42.257402;ПАЛАТОВОДУПНИЦА
397;Дупница;Dupnitza;Грамаде;село;Gramade;village;Кюстендил;Kyustendil;17659;23.037646;42.216716;ГРАМАДЕДУПНИЦА
398;Бобошево;Boboshevo;Блажиево;село;Blazhievo;village;Кюстендил;Kyustendil;4314;23.044267;42.201021;БЛАЖИЕВОБОБОШЕВО
399;ГорнаМалина;GornaMalina;Макоцево;село;Makotsevo;village;София;Sofia;46231;23.794211;42.694031;МАКОЦЕВОГОРНАМАЛИНА
404;Ботевград;Botevgrad;Гурково;село;Gurkovo;village;София;Sofia;18143;23.687122;42.973464;ГУРКОВОБОТЕВГРАД
405;Ботевград;Botevgrad;Радотина;село;Radotina;village;София;Sofia;61594;23.641948;42.992851;РАДОТИНАБОТЕВГРАД
406;Ботевград;Botevgrad;Краево;село;Kraevo;village;София;Sofia;39267;23.607352;42.982024;КРАЕВОБОТЕВГРАД
408;ЕлинПелин;ElinPelin;Чурек;село;Churek;village;София;Sofia;81760;23.71851;42.775411;ЧУРЕКЕЛИНПЕЛИН
411;ЕлинПелин;ElinPelin;Григорево;село;Grigorevo;village;София;Sofia;17885;23.601599;42.693187;ГРИГОРЕВОЕЛИНПЕЛИН
414;ЕлинПелин;ElinPelin;Петково;село;Petkovo;village;София;Sofia;56006;23.652538;42.670172;ПЕТКОВОЕЛИНПЕЛИН
418;Столична;Stolichna;ГорниБогров;село;GorniBogrov;village;София-град;Sofia-city;16448;23.528952;42.717909;ГОРНИБОГРОВСТОЛИЧНА
421;Ботевград;Botevgrad;Липница;село;Lipnitsa;village;София;Sofia;43788;23.755647;43.02938;ЛИПНИЦАБОТЕВГРАД
428;Криводол;Krivodol;Лесура;село;Lesura;village;Враца;Vratza;43462;23.562414;43.462775;ЛЕСУРАКРИВОДОЛ
431;Омуртаг;Omurtag;Бостан;закритонас.място;Bostan;officiallyclosed;Търговище;Targovishte;0;26.402545;43.157569;БОСТАНОМУРТАГ
433;Търговище;Targovishte;Цветница;село;Tsvetnitsa;village;Търговище;Targovishte;78297;26.398609;43.199709;ЦВЕТНИЦАТЪРГОВИЩЕ
435;Каолиново;Kaolinovo;Пристое;село;Pristoe;village;Шумен;Shumen;58485;27.073964;43.650616;ПРИСТОЕКАОЛИНОВО
437;Каолиново;Kaolinovo;Каолиново;град;Kaolinovo;town;Шумен;Shumen;36079;27.092303;43.616976;КАОЛИНОВОКАОЛИНОВО
438;Своге;Svoge;Левище;село;Levishte;village;София;Sofia;44906;23.463453;43.088564;ЛЕВИЩЕСВОГЕ
440;Своге;Svoge;Габровница;село;Gabrovnitsa;village;София;Sofia;14194;23.474553;43.066406;ГАБРОВНИЦАСВОГЕ
443;Своге;Svoge;Губислав;село;Gubislav;village;София;Sofia;18040;23.31769;43.096529;ГУБИСЛАВСВОГЕ
444;ГеоргиДамяново;GeorgiDamyanovo;Главановци;село;Glavanovtsi;village;Монтана;Montana;14965;22.964562;43.321927;ГЛАВАНОВЦИГЕОРГИДАМЯНОВО
446;Белоградчик;Belogradchik;Чифлик;село;Chiflik;village;Видин;Vidin;81459;22.647731;43.599922;ЧИФЛИКБЕЛОГРАДЧИК
447;Бойница;Boynitza;Халовскиколиби;село;Halovskikolibi;village;Видин;Vidin;77133;22.422986;43.978306;ХАЛОВСКИКОЛИБИБОЙНИЦА
449;Бойница;Boynitza;Шипиковамахала;село;Shipikovamahala;village;Видин;Vidin;83185;22.470254;44.009578;ШИПИКОВАМАХАЛАБОЙНИЦА
450;Кърджали;Kardjali;Крин;село;Krin;village;Кърджали;Kardjali;39894;25.550868;41.743603;КРИНКЪРДЖАЛИ
451;Кърджали;Kardjali;Черньовци;село;Chernyovtsi;village;Кърджали;Kardjali;81267;25.529223;41.725267;ЧЕРНЬОВЦИКЪРДЖАЛИ
452;Кърджали;Kardjali;Добриново;село;Dobrinovo;village;Кърджали;Kardjali;21511;25.53592;41.714017;ДОБРИНОВОКЪРДЖАЛИ
453;Кърджали;Kardjali;Сватбаре;село;Svatbare;village;Кърджали;Kardjali;65512;25.543567;41.672638;СВАТБАРЕКЪРДЖАЛИ
454;Кърджали;Kardjali;Долище;село;Dolishte;village;Кърджали;Kardjali;21991;25.594682;41.676881;ДОЛИЩЕКЪРДЖАЛИ
455;Кърджали;Kardjali;Майсторово;село;Maystorovo;village;Кърджали;Kardjali;46139;25.580544;41.691663;МАЙСТОРОВОКЪРДЖАЛИ
456;Кърджали;Kardjali;Рудина;село;Rudina;village;Кърджали;Kardjali;63170;25.60467;41.717203;РУДИНАКЪРДЖАЛИ
457;Кърджали;Kardjali;Татково;село;Tatkovo;village;Кърджали;Kardjali;72120;25.578618;41.730093;ТАТКОВОКЪРДЖАЛИ
458;Кърджали;Kardjali;Сестринско;село;Sestrinsko;village;Кърджали;Kardjali;66336;25.624684;41.715188;СЕСТРИНСКОКЪРДЖАЛИ
460;Кърджали;Kardjali;Страхилвойвода;село;Strahilvoyvoda;village;Кърджали;Kardjali;69715;25.637062;41.686725;СТРАХИЛВОЙВОДАКЪРДЖАЛИ
462;Кърджали;Kardjali;Мъдрец;село;Madrets;village;Кърджали;Kardjali;49521;25.51801;41.693485;МЪДРЕЦКЪРДЖАЛИ
463;Кърджали;Kardjali;Перперек;село;Perperek;village;Кърджали;Kardjali;55885;25.54527;41.686148;ПЕРПЕРЕККЪРДЖАЛИ
465;Крумовград;Krumovgrad;МалкоКаменяне;село;MalkoKamenyane;village;Кърджали;Kardjali;46601;25.682755;41.390876;МАЛКОКАМЕНЯНЕКРУМОВГРАД
466;Крумовград;Krumovgrad;Храстово;село;Hrastovo;village;Кърджали;Kardjali;77428;25.617078;41.392671;ХРАСТОВОКРУМОВГРАД
467;Крумовград;Krumovgrad;Чал;село;Chal;village;Кърджали;Kardjali;80145;25.741312;41.510014;ЧАЛКРУМОВГРАД
469;Крумовград;Krumovgrad;Джанка;село;Dzhanka;village;Кърджали;Kardjali;20732;25.666259;41.569134;ДЖАНКАКРУМОВГРАД
470;Крумовград;Krumovgrad;Долнакула;село;Dolnakula;village;Кърджали;Kardjali;22157;25.63427;41.541847;ДОЛНАКУЛАКРУМОВГРАД
471;Крумовград;Krumovgrad;Скалак;село;Skalak;village;Кърджали;Kardjali;66716;25.640544;41.436431;СКАЛАККРУМОВГРАД
472;Крумовград;Krumovgrad;Девесилица;село;Devesilitsa;village;Кърджали;Kardjali;20393;25.678641;41.362604;ДЕВЕСИЛИЦАКРУМОВГРАД
474;Крумовград;Krumovgrad;Красино;село;Krasino;village;Кърджали;Kardjali;39565;25.681218;41.568806;КРАСИНОКРУМОВГРАД
476;Кърджали;Kardjali;Гняздово;село;Gnyazdovo;village;Кърджали;Kardjali;15268;25.549979;41.654197;ГНЯЗДОВОКЪРДЖАЛИ
480;Крумовград;Krumovgrad;Каменка;село;Kamenka;village;Кърджали;Kardjali;35849;25.680852;41.47487;КАМЕНКАКРУМОВГРАД
481;Тетевен;Teteven;Бабинци;село;Babintsi;village;Ловеч;Lovech;7884;24.258748;42.960698;БАБИНЦИТЕТЕВЕН
482;Троян;Troyan;Жеравица;село;Zheravitsa;village;Ловеч;Lovech;29276;24.739146;42.821281;ЖЕРАВИЦАТРОЯН
483;Троян;Troyan;Лешкопресои;село;Leshkopresoi;village;Ловеч;Lovech;43534;24.797646;42.80911;ЛЕШКОПРЕСОИТРОЯН
484;Троян;Troyan;Стругът;село;Strugat;village;Ловеч;Lovech;69907;24.778182;42.855578;СТРУГЪТТРОЯН
485;Троян;Troyan;Иваншница;село;Ivanshnitsa;village;Ловеч;Lovech;32202;24.80264;42.841974;ИВАНШНИЦАТРОЯН
486;Троян;Troyan;Селце;село;Seltse;village;Ловеч;Lovech;66098;24.879862;42.924885;СЕЛЦЕТРОЯН
487;Априлци;Apriltzi;Мачковци;село;Machkovtsi;village;Ловеч;Lovech;47514;24.850586;42.897664;МАЧКОВЦИАПРИЛЦИ
488;Априлци;Apriltzi;Драшковаполяна;село;Drashkovapolyana;village;Ловеч;Lovech;23621;24.807113;42.901537;ДРАШКОВАПОЛЯНААПРИЛЦИ
490;Лъки;Laki;Чуката;село;Chukata;village;Пловдив;Plovdiv;81671;24.836151;41.808464;ЧУКАТАЛЪКИ
491;Златоград;Zlatograd;Фабрика;село;Fabrika;village;Смолян;Smolyan;76011;24.992389;41.443868;ФАБРИКАЗЛАТОГРАД
492;Златоград;Zlatograd;Цацаровци;село;Tsatsarovtsi;village;Смолян;Smolyan;78241;24.996497;41.445813;ЦАЦАРОВЦИЗЛАТОГРАД
493;Мадан;Madan;Петровдол;село;Petrovdol;village;Смолян;Smolyan;56157;24.991393;41.475438;ПЕТРОВДОЛМАДАН
494;Мадан;Madan;Върговдол;село;Vargovdol;village;Смолян;Smolyan;12841;24.966477;41.49542;ВЪРГОВДОЛМАДАН
495;Мадан;Madan;Равнонивище;село;Ravnonivishte;village;Смолян;Smolyan;61234;24.957094;41.495676;РАВНОНИВИЩЕМАДАН
497;Якоруда;Yakoruda;Белкамен;село;BelKamen;village;Благоевград;Blagoevgrad;3561;23.745216;41.997174;БЕЛКАМЕНЯКОРУДА
499;Белица;Belitza;Гълъбово;село;Galabovo;village;Благоевград;Blagoevgrad;15638;23.65423;41.970696;ГЪЛЪБОВОБЕЛИЦА
500;Белица;Belitza;Върхари;закритонас.място;Varhari;officiallyclosed;Благоевград;Blagoevgrad;0;23.750492;41.951754;ВЪРХАРИБЕЛИЦА
508;ДолниДъбник;DolniDabnik;Градина;село;Gradina;village;Плевен;Pleven;17470;24.479302;43.352005;ГРАДИНАДОЛНИДЪБНИК
524;Гулянци;Gulyantzi;Загражден;село;Zagrazhden;village;Плевен;Pleven;30199;24.560977;43.744429;ЗАГРАЖДЕНГУЛЯНЦИ
525;Плевен;Pleven;Върбица;село;Varbitsa;village;Плевен;Pleven;12752;24.696805;43.469912;ВЪРБИЦАПЛЕВЕН
527;Плевен;Pleven;Опанец;село;Opanets;village;Плевен;Pleven;53583;24.574486;43.447499;ОПАНЕЦПЛЕВЕН
530;ДолнаМитрополия;DolnaMitropolia;Победа;село;Pobeda;village;Плевен;Pleven;56865;24.548586;43.502313;ПОБЕДАДОЛНАМИТРОПОЛИЯ
533;ДолнаМитрополия;DolnaMitropolia;Подем;село;Podem;village;Плевен;Pleven;57025;24.597154;43.540282;ПОДЕМДОЛНАМИТРОПОЛИЯ
536;Плевен;Pleven;Дисевица;село;Disevitsa;village;Плевен;Pleven;24935;24.516593;43.398586;ДИСЕВИЦАПЛЕВЕН
538;Плевен;Pleven;Къшин;село;Kashin;village;Плевен;Pleven;41037;24.583629;43.375181;КЪШИНПЛЕВЕН
541;Плевен;Pleven;Къртожабене;село;Kartozhabene;village;Плевен;Pleven;40974;24.533317;43.36112;КЪРТОЖАБЕНЕПЛЕВЕН
544;Разград;Razgrad;Липник;село;Lipnik;village;Разград;Razgrad;43760;26.532213;43.589449;ЛИПНИКРАЗГРАД
546;Разград;Razgrad;Радинград;село;Radingrad;village;Разград;Razgrad;61385;26.600074;43.527188;РАДИНГРАДРАЗГРАД
547;Лозница;Loznitza;Крояч;село;Kroyach;village;Разград;Razgrad;39949;26.661095;43.385832;КРОЯЧЛОЗНИЦА
548;Шумен;Shumen;Струино;село;Struino;village;Шумен;Shumen;69924;26.85093;43.368603;СТРУИНОШУМЕН
549;Търговище;Targovishte;Буйново;село;Buynovo;village;Търговище;Targovishte;6882;26.756399;43.376846;БУЙНОВОТЪРГОВИЩЕ
551;Хитрино;Hitrino;Звегор;село;Zvegor;village;Шумен;Shumen;30421;26.807432;43.396481;ЗВЕГОРХИТРИНО
553;Хитрино;Hitrino;Тимарево;село;Timarevo;village;Шумен;Shumen;72401;26.886823;43.397845;ТИМАРЕВОХИТРИНО
554;Хитрино;Hitrino;Хитрино;село;Хитрино;village;Шумен;Shumen;14516;26.91458;43.425701;ХИТРИНОХИТРИНО
556;Хитрино;Hitrino;Трем;село;Trem;village;Шумен;Shumen;73050;26.80732;43.446824;ТРЕМХИТРИНО
557;Хитрино;Hitrino;Байково;село;Baykovo;village;Шумен;Shumen;2244;26.838787;43.457959;БАЙКОВОХИТРИНО
559;Венец;Venetz;Страхилица;село;Strahilitsa;village;Шумен;Shumen;69729;26.914597;43.474859;СТРАХИЛИЦАВЕНЕЦ
561;Венец;Venetz;Денница;село;Dennitsa;village;Шумен;Shumen;20643;26.863561;43.475249;ДЕННИЦАВЕНЕЦ
563;Хитрино;Hitrino;Високаполяна;село;Visokapolyana;village;Шумен;Shumen;11257;26.77714;43.464396;ВИСОКАПОЛЯНАХИТРИНО
564;Елена;Elena;Козярека;село;Kozyareka;village;ВеликоТърново;VelikoTarnovo;37842;26.051145;42.955929;КОЗЯРЕКАЕЛЕНА
565;Елена;Elena;Глоговец;село;Glogovets;village;ВеликоТърново;VelikoTarnovo;15120;26.123098;42.966594;ГЛОГОВЕЦЕЛЕНА
567;Благоевград;Blagoevgrad;Дренково;село;Drenkovo;village;Благоевград;Blagoevgrad;23652;22.929116;42.019817;ДРЕНКОВОБЛАГОЕВГРАД
568;Кюстендил;Kyustendil;Ръсово;село;Rasovo;village;Кюстендил;Kyustendil;63608;22.538898;42.275529;РЪСОВОКЮСТЕНДИЛ
576;Ихтиман;Ihtiman;Гроздовци;закритонас.място;Grozdovtsi;officiallyclosed;София;Sofia;0;23.893226;42.483374;ГРОЗДОВЦИИХТИМАН
577;Ихтиман;Ihtiman;Богдановци;село;Bogdanovtsi;village;София;Sofia;4649;23.766059;42.53712;БОГДАНОВЦИИХТИМАН
578;Мирково;Mirkovo;Илинден;село;Ilinden;village;София;Sofia;32651;23.941815;42.580007;ИЛИНДЕНМИРКОВО
579;Мирково;Mirkovo;Плъзище;село;Plazishte;village;София;Sofia;56842;23.953309;42.581118;ПЛЪЗИЩЕМИРКОВО
580;Мирково;Mirkovo;Преспа;село;Prespa;village;София;Sofia;58267;23.951656;42.589213;ПРЕСПАМИРКОВО
581;Ихтиман;Ihtiman;Пановци;село;Panovtsi;village;София;Sofia;55405;23.777626;42.542824;ПАНОВЦИИХТИМАН
583;Мирково;Mirkovo;Хвърчил;село;Hvarchil;village;София;Sofia;77236;23.930318;42.605565;ХВЪРЧИЛМИРКОВО
584;Бобошево;Boboshevo;Циклово;село;Tsiklovo;village;Кюстендил;Kyustendil;78495;22.99338;42.205958;ЦИКЛОВОБОБОШЕВО
585;Самоков;Samokov;Лисец;село;Lisets;village;София;Sofia;43832;23.232423;42.42353;ЛИСЕЦСАМОКОВ
586;Драгоман;Dragoman;Камбелевци;село;Kambelevtsi;village;София;Sofia;35630;22.885373;42.89123;КАМБЕЛЕВЦИДРАГОМАН
589;Кюстендил;Kyustendil;Жеравино;село;Zheravino;village;Кюстендил;Kyustendil;29266;22.386521;42.318593;ЖЕРАВИНОКЮСТЕНДИЛ
591;Кюстендил;Kyustendil;Кутугерци;село;Kutugertsi;village;Кюстендил;Kyustendil;40765;22.489306;42.32339;КУТУГЕРЦИКЮСТЕНДИЛ
592;Кюстендил;Kyustendil;Савойски;село;Savoyski;village;Кюстендил;Kyustendil;65047;22.640885;42.146707;САВОЙСКИКЮСТЕНДИЛ
593;Кюстендил;Kyustendil;Цървендол;село;Tsarvendol;village;Кюстендил;Kyustendil;78608;22.455702;42.281313;ЦЪРВЕНДОЛКЮСТЕНДИЛ
594;Сапаревабаня;Saparevabanya;Паничище;село;Panichishte;village;Кюстендил;Kyustendil;59358;23.290537;42.262934;ПАНИЧИЩЕСАПАРЕВАБАНЯ
